"gene_id"	"trans_id"	"omega_Fice"	"dN_Fice"	"dS_Fice"
"ENSFALG00000004873"	"ENSFALT00000005111"	0.1136	0.0066	0.0578
"ENSFALG00000004888"	"ENSFALT00000005114"	0.078	0.0038	0.0484
"ENSFALG00000004894"	"ENSFALT00000005115"	0.0478	0.0027	0.0563
"ENSFALG00000004869"	"ENSFALT00000005116"	0.1529	0.108	0.706
"ENSFALG00000004895"	"ENSFALT00000005117"	1e-04	0	0.081
"ENSFALG00000004899"	"ENSFALT00000005119"	0.1623	0.0068	0.0421
"ENSFALG00000004871"	"ENSFALT00000005121"	0.2375	0.0111	0.0468
"ENSFALG00000004900"	"ENSFALT00000005122"	0.1617	0.0433	0.2675
"ENSFALG00000004902"	"ENSFALT00000005123"	0.1255	0.0046	0.0369
"ENSFALG00000004903"	"ENSFALT00000005124"	0.3192	0.0191	0.0597
"ENSFALG00000004884"	"ENSFALT00000005125"	0.1305	0.0073	0.0557
"ENSFALG00000004904"	"ENSFALT00000005126"	1e-04	0	0.0211
"ENSFALG00000004882"	"ENSFALT00000005127"	0.2449	0.0144	0.0587
"ENSFALG00000004906"	"ENSFALT00000005128"	0.3584	0.056	0.1562
"ENSFALG00000004897"	"ENSFALT00000005131"	0.1932	0.0236	0.122
"ENSFALG00000004910"	"ENSFALT00000005135"	0.0294	0.0017	0.0567
"ENSFALG00000004911"	"ENSFALT00000005136"	0.2767	0.0138	0.0497
"ENSFALG00000004912"	"ENSFALT00000005137"	0.0137	5e-04	0.0381
"ENSFALG00000004917"	"ENSFALT00000005140"	1e-04	0	0.0561
"ENSFALG00000004918"	"ENSFALT00000005141"	0.1942	0.0231	0.1191
"ENSFALG00000004874"	"ENSFALT00000005143"	0.2327	0.0248	0.1067
"ENSFALG00000004920"	"ENSFALT00000005144"	0.0369	0.0102	0.2754
"ENSFALG00000004909"	"ENSFALT00000005145"	0.6833	0.0465	0.0681
"ENSFALG00000004923"	"ENSFALT00000005146"	0.0898	0.0073	0.0817
"ENSFALG00000004925"	"ENSFALT00000005147"	0.03	0.0013	0.0432
"ENSFALG00000004919"	"ENSFALT00000005148"	0.1434	0.0134	0.0933
"ENSFALG00000004927"	"ENSFALT00000005149"	1e-04	0	0.2172
"ENSFALG00000004922"	"ENSFALT00000005150"	0.0282	0.002	0.0701
"ENSFALG00000004921"	"ENSFALT00000005151"	2.4819	0.0063	0.0025
"ENSFALG00000004929"	"ENSFALT00000005152"	0.0643	0.008	0.1244
"ENSFALG00000004879"	"ENSFALT00000005153"	0.0523	0.0057	0.1095
"ENSFALG00000004930"	"ENSFALT00000005154"	0.8074	0.0662	0.082
"ENSFALG00000004926"	"ENSFALT00000005157"	0.0545	0.0056	0.1033
"ENSFALG00000004928"	"ENSFALT00000005158"	0.2589	0.0152	0.0586
"ENSFALG00000004932"	"ENSFALT00000005160"	0.191	0.0118	0.0619
"ENSFALG00000004933"	"ENSFALT00000005162"	0.303	0.0238	0.0785
"ENSFALG00000004936"	"ENSFALT00000005165"	0.5845	0.0202	0.0346
"ENSFALG00000004940"	"ENSFALT00000005166"	1e-04	0	0.0608
"ENSFALG00000004941"	"ENSFALT00000005167"	1e-04	0	0.0709
"ENSFALG00000004945"	"ENSFALT00000005169"	0.105	0.0151	0.1435
"ENSFALG00000004942"	"ENSFALT00000005171"	1e-04	0	0.2134
"ENSFALG00000004952"	"ENSFALT00000005172"	0.0728	0.0076	0.104
"ENSFALG00000004946"	"ENSFALT00000005174"	1e-04	0	0.0655
"ENSFALG00000004955"	"ENSFALT00000005176"	0.073	0.0058	0.0795
"ENSFALG00000004956"	"ENSFALT00000005177"	1e-04	0	0.0875
"ENSFALG00000004953"	"ENSFALT00000005179"	0.1379	0.0075	0.0543
"ENSFALG00000004958"	"ENSFALT00000005180"	0.9017	0.0272	0.0301
"ENSFALG00000004961"	"ENSFALT00000005182"	0.4959	0.0288	0.058
"ENSFALG00000004951"	"ENSFALT00000005184"	0.0911	0.0103	0.1131
"ENSFALG00000004947"	"ENSFALT00000005185"	0.0395	0.0045	0.1128
"ENSFALG00000004964"	"ENSFALT00000005186"	0.0832	0.0032	0.0383
"ENSFALG00000004971"	"ENSFALT00000005189"	0.1429	0.0076	0.053
"ENSFALG00000004967"	"ENSFALT00000005190"	1e-04	0	0.0666
"ENSFALG00000004972"	"ENSFALT00000005191"	2.3878	0.0551	0.0231
"ENSFALG00000004974"	"ENSFALT00000005192"	0.0996	0.004	0.0398
"ENSFALG00000004963"	"ENSFALT00000005193"	0.4228	0.0379	0.0897
"ENSFALG00000004975"	"ENSFALT00000005194"	0.0295	0.0018	0.0622
"ENSFALG00000004973"	"ENSFALT00000005195"	0.0442	0.0151	0.3411
"ENSFALG00000004976"	"ENSFALT00000005196"	1e-04	0	0.1385
"ENSFALG00000004934"	"ENSFALT00000005197"	0.3305	0.021	0.0635
"ENSFALG00000004978"	"ENSFALT00000005199"	0.0848	0.0186	0.2197
"ENSFALG00000004979"	"ENSFALT00000005200"	0.0322	0.0036	0.1127
"ENSFALG00000004986"	"ENSFALT00000005204"	0.0417	0.0029	0.0688
"ENSFALG00000004989"	"ENSFALT00000005206"	0.0765	0.0219	0.2865
"ENSFALG00000004984"	"ENSFALT00000005207"	0.1231	0.0101	0.0822
"ENSFALG00000004987"	"ENSFALT00000005208"	1e-04	0	0.0618
"ENSFALG00000004990"	"ENSFALT00000005209"	0.0623	0.005	0.0801
"ENSFALG00000004988"	"ENSFALT00000005210"	0.5846	0.0152	0.026
"ENSFALG00000004993"	"ENSFALT00000005213"	0.2111	0.014	0.0663
"ENSFALG00000004966"	"ENSFALT00000005214"	0.2123	0.078	0.3674
"ENSFALG00000004995"	"ENSFALT00000005216"	0.0466	0.0032	0.068
"ENSFALG00000004997"	"ENSFALT00000005217"	1e-04	0	0.0645
"ENSFALG00000004985"	"ENSFALT00000005218"	0.1212	0.0318	0.2626
"ENSFALG00000004981"	"ENSFALT00000005219"	0.2501	0.0132	0.0526
"ENSFALG00000004998"	"ENSFALT00000005221"	0.0395	0.0015	0.0374
"ENSFALG00000004962"	"ENSFALT00000005222"	0.019	9e-04	0.0496
"ENSFALG00000005002"	"ENSFALT00000005223"	1e-04	0	0.1285
"ENSFALG00000004996"	"ENSFALT00000005225"	0.0208	0.0035	0.1693
"ENSFALG00000005001"	"ENSFALT00000005226"	0.4361	0.0072	0.0165
"ENSFALG00000005004"	"ENSFALT00000005227"	0.2922	0.0319	0.1091
"ENSFALG00000005005"	"ENSFALT00000005228"	0.1479	0.0116	0.0784
"ENSFALG00000004999"	"ENSFALT00000005230"	0.0435	0.0036	0.0819
"ENSFALG00000004938"	"ENSFALT00000005231"	0.0295	0.0017	0.0566
"ENSFALG00000005008"	"ENSFALT00000005232"	0.1884	0.0246	0.1308
"ENSFALG00000005015"	"ENSFALT00000005234"	0.029	0.0013	0.0436
"ENSFALG00000004950"	"ENSFALT00000005235"	0.0573	0.0034	0.0591
"ENSFALG00000005014"	"ENSFALT00000005236"	1e-04	0	0.1484
"ENSFALG00000005017"	"ENSFALT00000005237"	0.2875	0.0169	0.0588
"ENSFALG00000005003"	"ENSFALT00000005239"	0.0224	0.003	0.1334
"ENSFALG00000005019"	"ENSFALT00000005240"	0.4495	0.0669	0.1489
"ENSFALG00000005006"	"ENSFALT00000005241"	0.087	0.0232	0.2668
"ENSFALG00000005011"	"ENSFALT00000005243"	0.1099	0.0103	0.094
"ENSFALG00000005022"	"ENSFALT00000005245"	1e-04	0	0.0421
"ENSFALG00000005016"	"ENSFALT00000005247"	0.1128	0.005	0.0443
"ENSFALG00000005013"	"ENSFALT00000005249"	0.1001	0.0083	0.0829
"ENSFALG00000004943"	"ENSFALT00000005251"	0.1901	0.0236	0.1242
"ENSFALG00000005012"	"ENSFALT00000005252"	0.0875	0.0063	0.0719
"ENSFALG00000005018"	"ENSFALT00000005254"	0.0612	0.0024	0.0398
"ENSFALG00000005026"	"ENSFALT00000005255"	0.0616	0.0089	0.1446
"ENSFALG00000005027"	"ENSFALT00000005256"	0.1046	0.0079	0.0754
"ENSFALG00000005024"	"ENSFALT00000005258"	0.179	0.0145	0.0808
"ENSFALG00000005034"	"ENSFALT00000005261"	0.2663	0.019	0.0713
"ENSFALG00000005029"	"ENSFALT00000005262"	0.0109	0.0012	0.1119
"ENSFALG00000005038"	"ENSFALT00000005263"	0.1755	0.0111	0.0634
"ENSFALG00000005041"	"ENSFALT00000005264"	0.047	0.0026	0.0561
"ENSFALG00000005044"	"ENSFALT00000005266"	0.1853	0.0204	0.1103
"ENSFALG00000004948"	"ENSFALT00000005267"	0.1692	0.0129	0.0763
"ENSFALG00000005045"	"ENSFALT00000005268"	0.1187	0.0138	0.1159
"ENSFALG00000005036"	"ENSFALT00000005269"	0.178	0.0405	0.2274
"ENSFALG00000005020"	"ENSFALT00000005270"	0.351	0.0365	0.1041
"ENSFALG00000005033"	"ENSFALT00000005271"	0.1118	0.0047	0.0422
"ENSFALG00000005048"	"ENSFALT00000005272"	1e-04	0	0.0912
"ENSFALG00000005047"	"ENSFALT00000005273"	999	0.0168	0
"ENSFALG00000005042"	"ENSFALT00000005276"	0.0472	0.002	0.0422
"ENSFALG00000005046"	"ENSFALT00000005277"	0.0439	0.0019	0.0438
"ENSFALG00000005050"	"ENSFALT00000005278"	0.2987	0.0139	0.0467
"ENSFALG00000005037"	"ENSFALT00000005279"	0.0858	0.0034	0.0394
"ENSFALG00000005052"	"ENSFALT00000005283"	0.161	0.01	0.0621
"ENSFALG00000005051"	"ENSFALT00000005285"	1e-04	0	0.1353
"ENSFALG00000005053"	"ENSFALT00000005286"	0.0487	0.003	0.0613
"ENSFALG00000005058"	"ENSFALT00000005288"	0.0135	9e-04	0.0666
"ENSFALG00000005060"	"ENSFALT00000005289"	0.1857	0.0165	0.0886
"ENSFALG00000005057"	"ENSFALT00000005290"	0.0661	0.0061	0.0928
"ENSFALG00000005063"	"ENSFALT00000005293"	0.0659	0.0051	0.0776
"ENSFALG00000005065"	"ENSFALT00000005296"	0.0585	0.0099	0.1693
"ENSFALG00000005066"	"ENSFALT00000005297"	0.0376	0.0048	0.1264
"ENSFALG00000005069"	"ENSFALT00000005298"	0.1553	0.0176	0.1133
"ENSFALG00000005068"	"ENSFALT00000005299"	1e-04	0	0.0503
"ENSFALG00000005064"	"ENSFALT00000005301"	0.1499	0.01	0.0666
"ENSFALG00000005071"	"ENSFALT00000005302"	0.0299	0.0014	0.0475
"ENSFALG00000005073"	"ENSFALT00000005303"	1e-04	0	0.023
"ENSFALG00000005075"	"ENSFALT00000005305"	1e-04	0	0.3442
"ENSFALG00000005077"	"ENSFALT00000005307"	0.2048	0.0209	0.1022
"ENSFALG00000005059"	"ENSFALT00000005309"	0.0879	0.0102	0.1163
"ENSFALG00000005086"	"ENSFALT00000005314"	0.3393	0.0104	0.0307
"ENSFALG00000005085"	"ENSFALT00000005315"	0.9411	0.063	0.0669
"ENSFALG00000005087"	"ENSFALT00000005316"	0.0994	0.0175	0.1765
"ENSFALG00000005089"	"ENSFALT00000005317"	0.1723	0.0103	0.0596
"ENSFALG00000005090"	"ENSFALT00000005318"	0.0948	0.0029	0.0311
"ENSFALG00000005074"	"ENSFALT00000005321"	0.1274	0.009	0.0704
"ENSFALG00000005093"	"ENSFALT00000005322"	0.5543	0.032	0.0578
"ENSFALG00000005076"	"ENSFALT00000005323"	0.0143	0.0013	0.0882
"ENSFALG00000005043"	"ENSFALT00000005327"	0.0273	0.0026	0.0937
"ENSFALG00000005081"	"ENSFALT00000005328"	0.1126	0.0162	0.1442
"ENSFALG00000005080"	"ENSFALT00000005329"	0.1554	0.0121	0.0778
"ENSFALG00000005094"	"ENSFALT00000005333"	0.0356	0.0028	0.0775
"ENSFALG00000005104"	"ENSFALT00000005334"	1e-04	0	0.0913
"ENSFALG00000005079"	"ENSFALT00000005335"	0.1836	0.0925	0.5035
"ENSFALG00000005106"	"ENSFALT00000005336"	0.4372	0.0392	0.0897
"ENSFALG00000005107"	"ENSFALT00000005337"	0.1059	0.0083	0.0785
"ENSFALG00000005088"	"ENSFALT00000005338"	1e-04	0	0.0443
"ENSFALG00000005102"	"ENSFALT00000005339"	1e-04	0	0
"ENSFALG00000005095"	"ENSFALT00000005340"	0.1124	0.0057	0.0505
"ENSFALG00000005108"	"ENSFALT00000005341"	0.4336	0.078	0.1798
"ENSFALG00000005110"	"ENSFALT00000005343"	0.3192	0.0336	0.1052
"ENSFALG00000005111"	"ENSFALT00000005345"	0.1434	0.0112	0.0782
"ENSFALG00000005114"	"ENSFALT00000005347"	1e-04	0	0.0104
"ENSFALG00000005118"	"ENSFALT00000005348"	0.0195	0.0046	0.2352
"ENSFALG00000005117"	"ENSFALT00000005349"	0.1198	0.008	0.0671
"ENSFALG00000005101"	"ENSFALT00000005351"	0.0228	0.0041	0.1789
"ENSFALG00000005127"	"ENSFALT00000005352"	1e-04	0	0.0352
"ENSFALG00000005119"	"ENSFALT00000005353"	0.2519	0.0095	0.0375
"ENSFALG00000005123"	"ENSFALT00000005354"	0.0937	0.0038	0.0403
"ENSFALG00000005112"	"ENSFALT00000005355"	0.1384	0.0093	0.0674
"ENSFALG00000005128"	"ENSFALT00000005357"	0.2163	0.017	0.0784
"ENSFALG00000005096"	"ENSFALT00000005358"	0.1273	0.0114	0.0894
"ENSFALG00000005116"	"ENSFALT00000005359"	0.1929	0.0286	0.1482
"ENSFALG00000005130"	"ENSFALT00000005361"	0.0241	0.0014	0.06
"ENSFALG00000005132"	"ENSFALT00000005363"	0.3241	0.0265	0.0819
"ENSFALG00000005134"	"ENSFALT00000005365"	0.0493	0.0029	0.0592
"ENSFALG00000005115"	"ENSFALT00000005366"	0.0128	8e-04	0.0592
"ENSFALG00000005135"	"ENSFALT00000005369"	0.1849	0.0167	0.0903
"ENSFALG00000005137"	"ENSFALT00000005371"	1e-04	0	0.0299
"ENSFALG00000005122"	"ENSFALT00000005372"	1e-04	0	0.1587
"ENSFALG00000005136"	"ENSFALT00000005373"	0.1879	0.0236	0.1258
"ENSFALG00000005125"	"ENSFALT00000005374"	0.2055	0.0087	0.0425
"ENSFALG00000005126"	"ENSFALT00000005375"	0.0895	0.005	0.0563
"ENSFALG00000005142"	"ENSFALT00000005376"	0.1737	0.0107	0.0618
"ENSFALG00000005124"	"ENSFALT00000005378"	0.0262	8e-04	0.0317
"ENSFALG00000005146"	"ENSFALT00000005379"	1e-04	0	0.0592
"ENSFALG00000005147"	"ENSFALT00000005380"	0.1007	0.0093	0.0922
"ENSFALG00000005148"	"ENSFALT00000005381"	0.0805	0.004	0.0502
"ENSFALG00000005149"	"ENSFALT00000005382"	0.1074	0.0174	0.1615
"ENSFALG00000005152"	"ENSFALT00000005384"	0.6211	0.0306	0.0492
"ENSFALG00000005153"	"ENSFALT00000005385"	0.1827	0.0053	0.029
"ENSFALG00000005140"	"ENSFALT00000005387"	0.091	0.0041	0.0454
"ENSFALG00000005145"	"ENSFALT00000005389"	0.2324	0.012	0.0518
"ENSFALG00000005157"	"ENSFALT00000005390"	0.0547	0.0029	0.0522
"ENSFALG00000005143"	"ENSFALT00000005391"	0.19	0.0068	0.036
"ENSFALG00000005161"	"ENSFALT00000005395"	0.0631	0.0636	1.0074
"ENSFALG00000005163"	"ENSFALT00000005398"	0.0177	0.0018	0.0995
"ENSFALG00000005166"	"ENSFALT00000005399"	0.0263	0.003	0.1122
"ENSFALG00000005150"	"ENSFALT00000005401"	0.5992	0.0325	0.0542
"ENSFALG00000005168"	"ENSFALT00000005402"	0.1878	0.0478	0.2546
"ENSFALG00000005162"	"ENSFALT00000005403"	0.0937	0.0059	0.0631
"ENSFALG00000005169"	"ENSFALT00000005404"	0.1451	0.0292	0.2011
"ENSFALG00000005164"	"ENSFALT00000005406"	0.0594	0.0056	0.0935
"ENSFALG00000005167"	"ENSFALT00000005407"	0.5524	0.002	0.0036
"ENSFALG00000005158"	"ENSFALT00000005408"	0.3876	0.0093	0.0239
"ENSFALG00000005154"	"ENSFALT00000005409"	0.1619	0.0344	0.2125
"ENSFALG00000005170"	"ENSFALT00000005412"	1e-04	0	0.0566
"ENSFALG00000005178"	"ENSFALT00000005414"	0.4199	0.0526	0.1252
"ENSFALG00000005156"	"ENSFALT00000005415"	0.0404	0.0017	0.0432
"ENSFALG00000005171"	"ENSFALT00000005417"	0.0303	0.0037	0.1226
"ENSFALG00000005180"	"ENSFALT00000005419"	0.0973	0.0097	0.0994
"ENSFALG00000005182"	"ENSFALT00000005420"	0.0924	0.0223	0.2413
"ENSFALG00000005181"	"ENSFALT00000005422"	0.5289	0.0042	0.008
"ENSFALG00000005184"	"ENSFALT00000005423"	0.0246	0.0021	0.0839
"ENSFALG00000005179"	"ENSFALT00000005424"	0.5439	0.0451	0.083
"ENSFALG00000005187"	"ENSFALT00000005428"	0.041	0.0063	0.1541
"ENSFALG00000005194"	"ENSFALT00000005430"	0.0408	0.0032	0.0785
"ENSFALG00000005195"	"ENSFALT00000005432"	0.1347	0.0189	0.1403
"ENSFALG00000005191"	"ENSFALT00000005433"	0.4334	0.0229	0.0528
"ENSFALG00000005190"	"ENSFALT00000005434"	0.1119	0.0205	0.1832
"ENSFALG00000005196"	"ENSFALT00000005435"	0.539	0.1142	0.2118
"ENSFALG00000005199"	"ENSFALT00000005436"	0.4448	0.0235	0.0529
"ENSFALG00000005197"	"ENSFALT00000005437"	1e-04	0	0.1095
"ENSFALG00000005203"	"ENSFALT00000005439"	0.2091	0.0453	0.2164
"ENSFALG00000005201"	"ENSFALT00000005441"	0.3173	0.0225	0.0709
"ENSFALG00000005188"	"ENSFALT00000005444"	0.0336	0.0036	0.1078
"ENSFALG00000005205"	"ENSFALT00000005445"	0.7675	0.0158	0.0206
"ENSFALG00000005207"	"ENSFALT00000005446"	0.1004	0.013	0.1296
"ENSFALG00000005206"	"ENSFALT00000005448"	1e-04	0	0.0441
"ENSFALG00000005198"	"ENSFALT00000005449"	0.2937	0.0262	0.0892
"ENSFALG00000005212"	"ENSFALT00000005451"	0.0967	0.0037	0.0388
"ENSFALG00000005216"	"ENSFALT00000005452"	0.3175	0.0188	0.0593
"ENSFALG00000005213"	"ENSFALT00000005454"	0.0783	0.005	0.0634
"ENSFALG00000005218"	"ENSFALT00000005457"	0.2332	0.0332	0.1423
"ENSFALG00000005202"	"ENSFALT00000005458"	0.0317	0.0087	0.274
"ENSFALG00000005219"	"ENSFALT00000005459"	0.0423	0.0035	0.0832
"ENSFALG00000005210"	"ENSFALT00000005460"	1e-04	0	0.13
"ENSFALG00000005220"	"ENSFALT00000005461"	0.1217	0.0094	0.0769
"ENSFALG00000005221"	"ENSFALT00000005462"	0.0287	0.0019	0.0667
"ENSFALG00000005200"	"ENSFALT00000005463"	0.1187	0.0087	0.073
"ENSFALG00000005223"	"ENSFALT00000005464"	0.3584	0.0288	0.0804
"ENSFALG00000005224"	"ENSFALT00000005468"	0.1423	0.0041	0.0285
"ENSFALG00000005227"	"ENSFALT00000005469"	1e-04	0	0.156
"ENSFALG00000005231"	"ENSFALT00000005470"	0.261	0.0227	0.087
"ENSFALG00000005225"	"ENSFALT00000005471"	1e-04	0	0.0498
"ENSFALG00000005232"	"ENSFALT00000005472"	0.1816	0.0052	0.0286
"ENSFALG00000005236"	"ENSFALT00000005476"	0.1949	0.0373	0.1914
"ENSFALG00000005237"	"ENSFALT00000005477"	0.2659	0.0151	0.0569
"ENSFALG00000005230"	"ENSFALT00000005478"	0.5434	0.0243	0.0448
"ENSFALG00000005229"	"ENSFALT00000005479"	0.1043	0.0042	0.0405
"ENSFALG00000005238"	"ENSFALT00000005481"	0.012	6e-04	0.0481
"ENSFALG00000005242"	"ENSFALT00000005482"	999	0.016	0
"ENSFALG00000005240"	"ENSFALT00000005483"	0.2413	0.0154	0.0637
"ENSFALG00000005247"	"ENSFALT00000005486"	0.037	0.0282	0.7638
"ENSFALG00000005246"	"ENSFALT00000005487"	0.131	0.0082	0.0625
"ENSFALG00000005239"	"ENSFALT00000005488"	0.1371	0.0398	0.29
"ENSFALG00000005243"	"ENSFALT00000005489"	0.1838	0.0061	0.0333
"ENSFALG00000005248"	"ENSFALT00000005490"	0.0712	0.0056	0.0792
"ENSFALG00000005244"	"ENSFALT00000005493"	1e-04	0	0.0492
"ENSFALG00000005254"	"ENSFALT00000005494"	0.4453	0.0367	0.0824
"ENSFALG00000005255"	"ENSFALT00000005495"	0.3777	0.0236	0.0626
"ENSFALG00000005241"	"ENSFALT00000005496"	0.2202	0.0512	0.2327
"ENSFALG00000005257"	"ENSFALT00000005497"	0.0495	0.0042	0.085
"ENSFALG00000005249"	"ENSFALT00000005499"	0.2126	0.0143	0.0674
"ENSFALG00000005261"	"ENSFALT00000005500"	0.0996	0.0054	0.054
"ENSFALG00000005260"	"ENSFALT00000005503"	0.0555	0.0036	0.0642
"ENSFALG00000005259"	"ENSFALT00000005504"	1e-04	0	0.0772
"ENSFALG00000005267"	"ENSFALT00000005507"	0.0609	0.0281	0.4622
"ENSFALG00000005277"	"ENSFALT00000005513"	1e-04	0	0
"ENSFALG00000005264"	"ENSFALT00000005515"	0.043	0.0021	0.0478
"ENSFALG00000005252"	"ENSFALT00000005516"	0.0358	0.0017	0.0461
"ENSFALG00000005280"	"ENSFALT00000005518"	0.0826	0.0041	0.05
"ENSFALG00000005274"	"ENSFALT00000005519"	0.386	0.0137	0.0356
"ENSFALG00000005253"	"ENSFALT00000005520"	1e-04	0	0.0577
"ENSFALG00000005282"	"ENSFALT00000005521"	0.0521	0.0038	0.0728
"ENSFALG00000005283"	"ENSFALT00000005522"	0.3354	0.0016	0.0049
"ENSFALG00000005256"	"ENSFALT00000005523"	0.0115	0.001	0.0844
"ENSFALG00000005288"	"ENSFALT00000005526"	1e-04	0	0.0369
"ENSFALG00000005286"	"ENSFALT00000005527"	0.2104	0.0094	0.0448
"ENSFALG00000005290"	"ENSFALT00000005528"	0.0306	0.0034	0.1096
"ENSFALG00000005291"	"ENSFALT00000005529"	1e-04	0	0.0666
"ENSFALG00000005292"	"ENSFALT00000005531"	0.5806	0.0362	0.0623
"ENSFALG00000005294"	"ENSFALT00000005532"	999	0.0088	0
"ENSFALG00000005295"	"ENSFALT00000005535"	1e-04	0	0.0161
"ENSFALG00000005281"	"ENSFALT00000005536"	1e-04	0	0.0351
"ENSFALG00000005284"	"ENSFALT00000005538"	0.0562	0.0049	0.0878
"ENSFALG00000005298"	"ENSFALT00000005539"	0.0224	0.0028	0.1265
"ENSFALG00000005276"	"ENSFALT00000005540"	0.0867	0.0059	0.0676
"ENSFALG00000005296"	"ENSFALT00000005541"	0.0486	0.002	0.0407
"ENSFALG00000005305"	"ENSFALT00000005544"	0.0948	0.0035	0.0369
"ENSFALG00000005307"	"ENSFALT00000005545"	0.0701	0.0064	0.0915
"ENSFALG00000005287"	"ENSFALT00000005546"	0.0882	0.0069	0.0785
"ENSFALG00000005308"	"ENSFALT00000005547"	0.0575	0.0047	0.0811
"ENSFALG00000005299"	"ENSFALT00000005548"	0.3066	0.002	0.0066
"ENSFALG00000005311"	"ENSFALT00000005551"	0.149	0.0461	0.3097
"ENSFALG00000005306"	"ENSFALT00000005553"	0.0734	0.0051	0.0698
"ENSFALG00000005302"	"ENSFALT00000005554"	0.3554	0.0225	0.0634
"ENSFALG00000005314"	"ENSFALT00000005555"	0.4377	0.0677	0.1547
"ENSFALG00000005316"	"ENSFALT00000005557"	1e-04	0	0.0722
"ENSFALG00000005318"	"ENSFALT00000005558"	0.2429	0.0088	0.0361
"ENSFALG00000005315"	"ENSFALT00000005559"	0.0445	0.0021	0.0463
"ENSFALG00000005268"	"ENSFALT00000005560"	0.0169	0.0015	0.0858
"ENSFALG00000005324"	"ENSFALT00000005564"	0.0951	0.0084	0.0884
"ENSFALG00000005319"	"ENSFALT00000005565"	0.1145	0.0084	0.0732
"ENSFALG00000005304"	"ENSFALT00000005566"	0.1785	0.0107	0.0598
"ENSFALG00000005321"	"ENSFALT00000005567"	0.2776	0.0388	0.1398
"ENSFALG00000005327"	"ENSFALT00000005569"	0.0502	0.0044	0.0871
"ENSFALG00000005330"	"ENSFALT00000005572"	0.0689	0.0083	0.1198
"ENSFALG00000005300"	"ENSFALT00000005573"	1e-04	0	0.0357
"ENSFALG00000005323"	"ENSFALT00000005574"	0.047	0.0022	0.0464
"ENSFALG00000005333"	"ENSFALT00000005576"	0.0666	0.0076	0.1139
"ENSFALG00000005335"	"ENSFALT00000005578"	0.1274	0.0147	0.1155
"ENSFALG00000005317"	"ENSFALT00000005579"	0.1214	0.0129	0.1066
"ENSFALG00000005297"	"ENSFALT00000005580"	0.0196	0.001	0.0505
"ENSFALG00000005326"	"ENSFALT00000005581"	0.0503	0.0031	0.0621
"ENSFALG00000005342"	"ENSFALT00000005583"	0.2085	0.0107	0.0513
"ENSFALG00000005325"	"ENSFALT00000005585"	0.1531	0.0168	0.1098
"ENSFALG00000005340"	"ENSFALT00000005587"	1e-04	0	0
"ENSFALG00000005331"	"ENSFALT00000005588"	1e-04	0	0.0061
"ENSFALG00000005345"	"ENSFALT00000005589"	0.2345	0.0297	0.1266
"ENSFALG00000005347"	"ENSFALT00000005591"	0.4809	0.0195	0.0405
"ENSFALG00000005348"	"ENSFALT00000005592"	0.0675	0.0057	0.0838
"ENSFALG00000005336"	"ENSFALT00000005593"	0.5564	0.0956	0.1718
"ENSFALG00000005339"	"ENSFALT00000005594"	0.4869	0.0118	0.0242
"ENSFALG00000005350"	"ENSFALT00000005596"	0.559	0.11	0.1969
"ENSFALG00000005355"	"ENSFALT00000005599"	0.0809	0.0157	0.194
"ENSFALG00000005351"	"ENSFALT00000005600"	0.0558	0.0059	0.105
"ENSFALG00000005349"	"ENSFALT00000005601"	0.0642	0.0126	0.196
"ENSFALG00000005338"	"ENSFALT00000005602"	0.1575	0.0152	0.0967
"ENSFALG00000005357"	"ENSFALT00000005604"	0.3513	0.0531	0.1513
"ENSFALG00000005356"	"ENSFALT00000005605"	0.1183	0.0095	0.0802
"ENSFALG00000005359"	"ENSFALT00000005606"	1e-04	0	0.0635
"ENSFALG00000005343"	"ENSFALT00000005607"	1e-04	0	0.0075
"ENSFALG00000005346"	"ENSFALT00000005608"	0.034	0.0012	0.036
"ENSFALG00000005360"	"ENSFALT00000005609"	0.045	0.0015	0.0338
"ENSFALG00000005362"	"ENSFALT00000005611"	0.134	0.0079	0.0588
"ENSFALG00000005367"	"ENSFALT00000005614"	0.1206	0.0071	0.0587
"ENSFALG00000005363"	"ENSFALT00000005615"	0.0287	0.0025	0.0862
"ENSFALG00000005352"	"ENSFALT00000005616"	0.2768	0.0179	0.0649
"ENSFALG00000005371"	"ENSFALT00000005618"	1e-04	0	0.1076
"ENSFALG00000005364"	"ENSFALT00000005619"	0.1586	0.014	0.0884
"ENSFALG00000005372"	"ENSFALT00000005620"	0.0788	0.0157	0.1995
"ENSFALG00000005332"	"ENSFALT00000005621"	0.1289	0.0059	0.0454
"ENSFALG00000005373"	"ENSFALT00000005623"	0.0377	0.0032	0.085
"ENSFALG00000005358"	"ENSFALT00000005624"	0.1249	0.0098	0.0782
"ENSFALG00000005374"	"ENSFALT00000005625"	1e-04	0	0.0249
"ENSFALG00000005375"	"ENSFALT00000005627"	1e-04	0	0.0179
"ENSFALG00000005379"	"ENSFALT00000005630"	0.0665	0.0106	0.1591
"ENSFALG00000005381"	"ENSFALT00000005632"	999	0.0072	0
"ENSFALG00000005380"	"ENSFALT00000005633"	0.0444	0.002	0.0441
"ENSFALG00000005383"	"ENSFALT00000005634"	0.1285	0.007	0.0545
"ENSFALG00000005337"	"ENSFALT00000005636"	0.0967	0.0122	0.1266
"ENSFALG00000005387"	"ENSFALT00000005637"	0.2829	0.0158	0.0557
