,X2,gene_name,V2
2689,ENSFALG00000002769,Spag4,ENSFALG00000002769
2690,ENSFALG00000002770,Ahdc1,AHDC1
2691,ENSFALG00000002771,TRAF3,TRAF3
2692,ENSFALG00000002772,PPP3CC,PPP3CC
2693,ENSFALG00000002774,ARHGAP8,ENSFALG00000002774
2694,ENSFALG00000002775,CA10,ENSFALG00000002775
2695,ENSFALG00000002776,DENND1B,DENND1B
2696,ENSFALG00000002777,EEPD1,EEPD1
2697,ENSFALG00000002778,AMN,AMN
2698,ENSFALG00000002780,Pcdhgb5,ENSFALG00000002780
2699,ENSFALG00000002781,TERF2,TERF2
2700,ENSFALG00000002782,GON4L,ENSFALG00000002782
2701,ENSFALG00000002783,Tbx18,TBX18
2702,ENSFALG00000002784,PASD1,ENSFALG00000002784
2703,ENSFALG00000002785,PHF21B,PHF21B
2704,ENSFALG00000002786,PSMA5,PSMA5
2705,ENSFALG00000002787,CDC42BPB,CDC42BPB
2706,ENSFALG00000002788,CRB1,CRB1
2707,ENSFALG00000002789,MATCAP2,KIAA0895
2708,ENSFALG00000002790,COL22A1,ENSFALG00000002790
2709,ENSFALG00000002791,TBC1D8B,TBC1D8B
2710,ENSFALG00000002792,PDS5A,PDS5A
2711,ENSFALG00000002793,FGR,FGR
2712,ENSFALG00000002793,FGR,FGR
2713,ENSFALG00000002794,NUP50,NUP50
2714,ENSFALG00000002795,LBHD2,ENSFALG00000002795
2715,ENSFALG00000002797,KIAA0930,KIAA0930
2716,ENSFALG00000002798,Hunk,ENSFALG00000002798
2717,ENSFALG00000002799,EXOC3L4,EXOC3L4
2718,ENSFALG00000002800,RNF128,RNF128
2719,ENSFALG00000002801,Fam118a,FAM118A
2720,ENSFALG00000002802,Kcnk9,KCNK9
2721,ENSFALG00000002803,ANLN,ANLN
2722,ENSFALG00000002804,TMED6,ENSFALG00000002804
2723,ENSFALG00000002805,TNFAIP2,TNFAIP2
2724,ENSFALG00000002806,Trappc9,ENSFALG00000002806
2725,ENSFALG00000002807,ZBTB41,ZBTB41
2726,ENSFALG00000002808,SMC1B,SMC1B
2727,ENSFALG00000002810,AOAH,AOAH
2728,ENSFALG00000002811,Cog8,ENSFALG00000002811
2729,ENSFALG00000002812,NT5E,NT5E
2730,ENSFALG00000002813,TRAPPC9,TRAPPC9
2731,ENSFALG00000002814,ELMO1,ELMO1
2732,ENSFALG00000002815,RIBC2,RIBC2
2733,ENSFALG00000002816,EIF5,EIF5
2734,ENSFALG00000002818,PDF,PDF
2735,ENSFALG00000002819,SYPL2,SYPL2
2736,ENSFALG00000002820,GPR141,GPR141
2737,ENSFALG00000002821,VPS4A,ENSFALG00000002821
2738,ENSFALG00000002822,MSTO1,MSTO1
2739,ENSFALG00000002823,SESN2,FAM76A
2740,ENSFALG00000002824,NME8,NME8
2741,ENSFALG00000002825,ASPM,ASPM
2742,ENSFALG00000002826,AMIGO1,AMIGO1
2743,ENSFALG00000002827,SNTB2,SNTB2
2744,ENSFALG00000002829,SFRP4,SFRP4
2745,ENSFALG00000002830,FBLN1,FBLN1
2746,ENSFALG00000002831,GPR61,GPR61
2747,ENSFALG00000002833,CHRAC1,CHRAC1
2748,ENSFALG00000002834,MARK3,MARK3
2749,ENSFALG00000002836,DAP3,DAP3
2750,ENSFALG00000002837,Epdr1,EPDR1
2751,ENSFALG00000002838,AGO2,AGO2
2752,ENSFALG00000002839,SORBS3,SORBS3
2753,ENSFALG00000002840,ATXN10,ATXN10
2754,ENSFALG00000002841,ASH1L,ASH1L
2755,ENSFALG00000002842,UTP4,UTP4
2756,ENSFALG00000002843,STARD3NL,STARD3NL
2757,ENSFALG00000002844,N4BP2,N4BP2
2758,ENSFALG00000002845,CKB,CKB
2759,ENSFALG00000002845,CKB,CKB
2760,ENSFALG00000002846,RPLP1,RPLP1
2761,ENSFALG00000002847,Pcdhgc3,PCDHGC3
2762,ENSFALG00000002848,WNT7B,WNT7B
2763,ENSFALG00000002849,CCND3,CCND3
2764,ENSFALG00000002849,CCND3,CCND3
2765,ENSFALG00000002850,Gnai3,GNAI3
2766,ENSFALG00000002851,Fdps,RUSC1
2767,ENSFALG00000002852,PPARA,PPARA
2768,ENSFALG00000002853,CHRNA9,CHRNA9
2769,ENSFALG00000002854,TTC38,TTC38
2770,ENSFALG00000002855,TRMT61A,TRMT61A
2771,ENSFALG00000002856,MLH1,MLH1
2772,ENSFALG00000002857,PTK2,PTK2
2773,ENSFALG00000002859,F13B,F13B
2774,ENSFALG00000002860,HAS3,HAS3
2775,ENSFALG00000002861,RBM47,RBM47
2776,ENSFALG00000002862,BAG5,BAG5
2777,ENSFALG00000002863,Chtf8,CHTF8
2778,ENSFALG00000002864,NSUN7,NSUN7
2779,ENSFALG00000002865,KLC1,COA8
2780,ENSFALG00000002866,CFH,ENSFALG00000002866
2781,ENSFALG00000002867,SNX14,SNX14
2782,ENSFALG00000002867,Snx14,SNX14
2783,ENSFALG00000002868,HCN3,ENSFALG00000002868
2784,ENSFALG00000002869,APBB2,APBB2
2785,ENSFALG00000002870,KLC1,ENSFALG00000002870
2786,ENSFALG00000002871,UCHL1,UCHL1
2787,ENSFALG00000002872,KCNT2,KCNT2
2788,ENSFALG00000002873,TANGO6,TANGO6
2789,ENSFALG00000002874,XRCC3,XRCC3
2790,ENSFALG00000002875,TRANK1,TRANK1
2791,ENSFALG00000002876,ZNF462,ZNF462
2792,ENSFALG00000002877,HDAC3,HDAC3
2793,ENSFALG00000002878,Clk2,CLK2
2794,ENSFALG00000002880,DCLK3,DCLK3
2795,ENSFALG00000002881,STAC,STAC
2796,ENSFALG00000002882,ZFYVE21,ZFYVE21
2797,ENSFALG00000002883,LIMCH1,LIMCH1
2798,ENSFALG00000002884,TMEM38B,TMEM38B
2799,ENSFALG00000002885,PPP1R13B,PPP1R13B
2800,ENSFALG00000002886,CDC73,CDC73
2801,ENSFALG00000002887,SCAMP3,SCAMP3
2802,ENSFALG00000002888,RELL2,RELL2
2803,ENSFALG00000002889,ENTREP3,FAM189B
2804,ENSFALG00000002890,Gnat2,GNAT2
2805,ENSFALG00000002891,FCHSD1,FCHSD1
2806,ENSFALG00000002892,Cdc25b,ENSFALG00000002892
2807,ENSFALG00000002894,FKTN,FKTN
2808,ENSFALG00000002895,SYNCRIP,SYNCRIP
2809,ENSFALG00000002896,Cdh1,ENSFALG00000002896
2810,ENSFALG00000002897,BYSL,BYSL
2811,ENSFALG00000002898,GBA,ENSFALG00000002898
2812,ENSFALG00000002899,PHOX2B,PHOX2B
2813,ENSFALG00000002900,FSD1L,FSD1L
2814,ENSFALG00000002901,CGA,CGA
2815,ENSFALG00000002902,TMEM33,TMEM33
2816,ENSFALG00000002903,Mp68,ENSFALG00000002903
2817,ENSFALG00000002904,SLC30A9,SLC30A9
2818,ENSFALG00000002905,RD3L,RD3L
2819,ENSFALG00000002906,GLRX2,GLRX2
2820,ENSFALG00000002908,ZNF292,ZNF292
2821,ENSFALG00000002909,BEND4,BEND4
2822,ENSFALG00000002910,MAP3K20,MAP3K20
2823,ENSFALG00000002911,TDRD9,TDRD9
2824,ENSFALG00000002912,ARAP3,ARAP3
2825,ENSFALG00000002913,RO60,RO60
2826,ENSFALG00000002914,MTX1,MTX1
2827,ENSFALG00000002915,POMC,POMC
2828,ENSFALG00000002916,ATP8A1,ATP8A1
2829,ENSFALG00000002917,SMIM8,SMIM8
2830,ENSFALG00000002917,SMIM8,SMIM8
2831,ENSFALG00000002918,CDCA7,CDCA7
2832,ENSFALG00000002919,ASPG,ASPG
2833,ENSFALG00000002920,CFAP206,ENSFALG00000002920
2834,ENSFALG00000002921,GRXCR1,GRXCR1
2835,ENSFALG00000002922,SP3,SP3
2836,ENSFALG00000002923,UCHL5,UCHL5
2837,ENSFALG00000002924,CAST,ENSFALG00000002924
2838,ENSFALG00000002925,AMPD2,AMPD2
2839,ENSFALG00000002926,THBS3,THBS3
2840,ENSFALG00000002927,Kctd8,KCTD8
2841,ENSFALG00000002928,Kif26a,KIF26A
2842,ENSFALG00000002929,SLC35A1,SLC35A1
2843,ENSFALG00000002930,YIPF7,YIPF7
2844,ENSFALG00000002931,Muc1,ENSFALG00000002931
2845,ENSFALG00000002932,GUF1,GUF1
2846,ENSFALG00000002933,Med20,MED20
2847,ENSFALG00000002934,CECR2,CECR2
2848,ENSFALG00000002935,TRIM46,TRIM46
2849,ENSFALG00000002936,RARS2,RARS2
2850,ENSFALG00000002937,GNPDA2,GNPDA2
2851,ENSFALG00000002938,Tmem179,TMEM179
2852,ENSFALG00000002939,Gstm3,GSTM3
2853,ENSFALG00000002940,Orc3,ORC3
2854,ENSFALG00000002942,INF2,INF2
2855,ENSFALG00000002943,Krtcap2,KRTCAP2
2856,ENSFALG00000002944,OLA1,OLA1
2857,ENSFALG00000002945,USP49,USP49
2858,ENSFALG00000002946,AKIRIN2,AKIRIN2
2859,ENSFALG00000002947,RC3H1,RC3H1
2860,ENSFALG00000002948,PCDH1,PCDH1
2861,ENSFALG00000002949,NFYA,NFYA
2862,ENSFALG00000002950,SLC50A1,SLC50A1
2863,ENSFALG00000002951,Alx3,ALX3
2864,ENSFALG00000002952,GABRG1,GABRG1
2865,ENSFALG00000002953,DELE1,DELE1
2866,ENSFALG00000002954,EFNA3,ENSFALG00000002954
2867,ENSFALG00000002955,CDH3,CDH1
2868,ENSFALG00000002956,PCSK1,PCSK1
2869,ENSFALG00000002957,Pcdh12,PCDH12
2870,ENSFALG00000002958,CNR1,CNR1
2871,ENSFALG00000002959,Tmigd3,ENSFALG00000002959
2872,ENSFALG00000002960,ADA2,ADA2
2873,ENSFALG00000002960,ADA2,ADA2
2874,ENSFALG00000002961,ST8SIA4,ST8SIA4
2875,ENSFALG00000002962,TREM2,TREM2
2876,ENSFALG00000002963,RNGTT,RNGTT
2877,ENSFALG00000002964,ECSCR,ENSFALG00000002964
2878,ENSFALG00000002965,Fam174,FAM174A
2879,ENSFALG00000002966,ADAM15,ADAM15
2880,ENSFALG00000002967,ADSSL1,ADSSL1
2881,ENSFALG00000002968,PNRC1,PNRC1
2882,ENSFALG00000002969,DNAJC18,DNAJC18
2883,ENSFALG00000002970,Siva1,ENSFALG00000002970
2884,ENSFALG00000002971,EPS8L3,ENSFALG00000002971
2885,ENSFALG00000002972,GABRA2,GABRA2
2886,ENSFALG00000002973,Treml2,ENSFALG00000002973
2887,ENSFALG00000002974,AKT1,AKT1
2888,ENSFALG00000002975,PM20D2,PM20D2
2889,ENSFALG00000002976,GABRA4,GABRA4
2890,ENSFALG00000002977,SERPINC1,SERPINC1
2891,ENSFALG00000002978,CEP170B,CEP170B
2892,ENSFALG00000002979,ZBTB37,ZBTB37
2893,ENSFALG00000002980,PCBP2,PCBP2
2894,ENSFALG00000002981,PAIP2B,PAIP2B
2895,ENSFALG00000002982,HEBP2,ENSFALG00000002982
2896,ENSFALG00000002983,Gabrr1,GABRR1
2897,ENSFALG00000002984,Mzb1,MZB1
2898,ENSFALG00000002986,GABRB1,ENSFALG00000002986
2899,ENSFALG00000002988,NPL,NPL
2900,ENSFALG00000002989,HDHD5,HDHD5
2901,ENSFALG00000002990,CSF1,ENSFALG00000002990
2902,ENSFALG00000002991,PLD4,PLD4
2903,ENSFALG00000002992,DHX9,DHX9
2904,ENSFALG00000002993,AHCYL1,AHCYL1
2905,ENSFALG00000002994,CIR1,CIR1
2906,ENSFALG00000002995,Gabrr2,GABRR2
2907,ENSFALG00000002996,DCST2,DCST2
2908,ENSFALG00000002997,ATF7,ENSFALG00000002997
2909,ENSFALG00000002998,Urah,ENSFALG00000002998
2910,ENSFALG00000002999,CECR6,ENSFALG00000002999
2911,ENSFALG00000003000,COMMD8,COMMD8
2912,ENSFALG00000003001,LAMC1,LAMC1
2913,ENSFALG00000003002,FSTL5,FSTL5
2914,ENSFALG00000003003,IL17RA,IL17RA
2915,ENSFALG00000003004,GAS8,GAS8
2916,ENSFALG00000003005,AHNAK2,ENSFALG00000003005
2917,ENSFALG00000003006,UBE2J1,UBE2J1
2918,ENSFALG00000003007,Pear1,ENSFALG00000003007
2919,ENSFALG00000003008,Slc23a1,SLC23A1
2920,ENSFALG00000003009,Ahnak2,ENSFALG00000003009
2921,ENSFALG00000003010,DBNDD1,ENSFALG00000003010
2922,ENSFALG00000003011,RAPGEF2,RAPGEF2
2923,ENSFALG00000003012,RRAGD,RRAGD
2924,ENSFALG00000003013,SCRN3,SCRN3
2925,ENSFALG00000003014,LAMC2,LAMC2
2926,ENSFALG00000003015,CLBA1,CLBA1
2927,ENSFALG00000003017,DEF8,DEF8
2928,ENSFALG00000003018,Strip1,STRIP1
2929,ENSFALG00000003019,ATP10D,ATP10D
2930,ENSFALG00000003020,CDCA4,CDCA4
2931,ENSFALG00000003021,FNIP2,FNIP2
2932,ENSFALG00000003022,ANKRD6,ANKRD6
2933,ENSFALG00000003023,GPR155,GPR155
2934,ENSFALG00000003024,TUBB3,ENSFALG00000003024
2935,ENSFALG00000003025,Arhgef10l,ENSFALG00000003025
2936,ENSFALG00000003025,Arhgef10l,ENSFALG00000003025
2937,ENSFALG00000003026,NTRK1,NTRK1
2938,ENSFALG00000003027,Igsf21,IGSF21
2939,ENSFALG00000003028,PPID,PPID
2940,ENSFALG00000003029,NMNAT2,NMNAT2
2941,ENSFALG00000003030,Wipf1,ENSFALG00000003030
2942,ENSFALG00000003030,Wipf1,ENSFALG00000003030
2943,ENSFALG00000003031,TCF25,TCF25
2944,ENSFALG00000003032,FOXP4,FOXP4
2945,ENSFALG00000003033,Fibin,FIBIN
2946,ENSFALG00000003034,CHRNA1,CHRNA1
2947,ENSFALG00000003035,SLC5A12,SLC5A12
2948,ENSFALG00000003036,LYRM2,LYRM2
2949,ENSFALG00000003037,Spire2,SPIRE2
2950,ENSFALG00000003038,GPD2,GPD2
2951,ENSFALG00000003040,ANO3,ANO3
2952,ENSFALG00000003041,JAG2,JAG2
2953,ENSFALG00000003042,PAIP2,PAIP2
2954,ENSFALG00000003043,SLC6A17,SLC6A17
2955,ENSFALG00000003044,BNC2,BNC2
2956,ENSFALG00000003045,GALNT5,ENSFALG00000003045
2957,ENSFALG00000003046,ETFDH,ETFDH
2958,ENSFALG00000003047,SMG7,SMG7
2959,ENSFALG00000003048,KCNC4,KCNC4
2960,ENSFALG00000003049,SH3GL2,SH3GL2
2961,ENSFALG00000003050,CORIN,CORIN
2962,ENSFALG00000003051,Fanca,FANCA
2963,ENSFALG00000003052,ACVR1C,ENSFALG00000003052
2964,ENSFALG00000003053,TF,LTF
2965,ENSFALG00000003054,NCF2,NCF2
2966,ENSFALG00000003055,ADAMTSL1,ADAMTSL1
2967,ENSFALG00000003057,SULT6B1,ENSFALG00000003057
2968,ENSFALG00000003058,CHN1,CHN1
2969,ENSFALG00000003059,RXFP1,RXFP1
2970,ENSFALG00000003060,NFXL1,NFXL1
2971,ENSFALG00000003061,SMOC2,SMOC2
2972,ENSFALG00000003062,RBM15,RBM15
2973,ENSFALG00000003062,Rbm15,RBM15
2974,ENSFALG00000003063,CACNA1C,CACNA1C
2975,ENSFALG00000003064,ACVR1C,ACVR1C
2976,ENSFALG00000003065,Arpc5,ARPC5
2977,ENSFALG00000003066,PLIN2,PLIN2
2978,ENSFALG00000003067,Insrr,INSRR
2979,ENSFALG00000003068,MDN1,MDN1
2980,ENSFALG00000003069,C4H4orf46,C4orf46
2981,ENSFALG00000003070,Znf276,ZNF276
2982,ENSFALG00000003071,MATR3,ENSFALG00000003071
2983,ENSFALG00000003072,SLC16A4,SLC16A4
2984,ENSFALG00000003073,RGL1,RGL1
2985,ENSFALG00000003074,TMEM144,TMEM144
2986,ENSFALG00000003075,DENND4C,DENND4C
2987,ENSFALG00000003076,CNGA1,CNGA1
2988,ENSFALG00000003077,GASK1B,GASK1B
2989,ENSFALG00000003078,RPS6,RPS6
2990,ENSFALG00000003079,THBS2,THBS2
2991,ENSFALG00000003081,LAMTOR5,LAMTOR5
2992,ENSFALG00000003082,ACER2,ACER2
2993,ENSFALG00000003083,COLGALT2,COLGALT2
2994,ENSFALG00000003084,NIPAL1,NIPAL1
2995,ENSFALG00000003085,ACVR1,ACVR1
2996,ENSFALG00000003086,GRIA2,GRIA2
2997,ENSFALG00000003087,ATF2,ATF2
2998,ENSFALG00000003088,SLC24A2,SLC24A2
2999,ENSFALG00000003089,CDK10,CDK10
3000,ENSFALG00000003090,MDFI,MDFI
3001,ENSFALG00000003091,Aqp12b,ENSFALG00000003091
3002,ENSFALG00000003092,TXK,TXK
3003,ENSFALG00000003093,GLRB,GLRB
3004,ENSFALG00000003094,SIL1,SIL1
3005,ENSFALG00000003095,ATP5MC3,ATP5MC3
3006,ENSFALG00000003096,PEPE,ENSFALG00000003096
3007,ENSFALG00000003097,TFEB,TFEB
3008,ENSFALG00000003098,PAK2,PAK2
3009,ENSFALG00000003099,NUDT14,NUDT14
3010,ENSFALG00000003099,NUDT14,NUDT14
3011,ENSFALG00000003100,PDGFC,PDGFC
3012,ENSFALG00000003101,MLLT3,MLLT3
3013,ENSFALG00000003103,UPP2,UPP2
3014,ENSFALG00000003104,LNPK,LNPK
3015,ENSFALG00000003105,PIGX,PIGX
3016,ENSFALG00000003106,CTNNA1,CTNNA1
3017,ENSFALG00000003107,TSEN15,TSEN15
3018,ENSFALG00000003108,BRF1,BRF1
3019,ENSFALG00000003109,EVX2,EVX2
3020,ENSFALG00000003110,CCDC148,CCDC148
3021,ENSFALG00000003111,TEC,TEC
3022,ENSFALG00000003112,SPATA2L,SPATA2L
3023,ENSFALG00000003113,LRRTM2,LRRTM2
3024,ENSFALG00000003114,CEP19,CEP19
3025,ENSFALG00000003115,BTBD6,BTBD6
3026,ENSFALG00000003117,CUNH1orf21,C1orf21
3027,ENSFALG00000003118,HOXD13,HOXD13
3028,ENSFALG00000003119,FOCAD,FOCAD
3029,ENSFALG00000003120,CHMP1A,CHMP1A
3030,ENSFALG00000003121,PPP1R36,ENSFALG00000003121
3031,ENSFALG00000003122,HOXD12,HOXD12
3032,ENSFALG00000003123,Dapk2,ENSFALG00000003123
3033,ENSFALG00000003124,NRROS,NRROS
3034,ENSFALG00000003125,EDEM3,EDEM3
3035,ENSFALG00000003126,KCNA10,KCNA10
3036,ENSFALG00000003127,ZBTB1,ZBTB1
3037,ENSFALG00000003128,Pkp4,PKP4
3038,ENSFALG00000003129,HACD4,HACD4
3039,ENSFALG00000003130,CASP8AP2,CASP8AP2
3040,ENSFALG00000003131,Fbxo45,FBXO45
3041,ENSFALG00000003132,HOXD11,HOXD11
3042,ENSFALG00000003133,Kcna3,KCNA3
3043,ENSFALG00000003134,PRCC,PRCC
3044,ENSFALG00000003135,PGC,ENSFALG00000003135
3045,ENSFALG00000003136,WDR27,ENSFALG00000003136
3046,ENSFALG00000003137,ZBTB25,ZBTB25
3047,ENSFALG00000003138,DPEP1,ENSFALG00000003138
3048,ENSFALG00000003139,Ifnw1,ENSFALG00000003139
3049,ENSFALG00000003140,HSPA9,HSPA9
3050,ENSFALG00000003141,WDR53,WDR53
3051,ENSFALG00000003142,Hoxd10,HOXD10
3052,ENSFALG00000003143,Zzef1,ENSFALG00000003143
3053,ENSFALG00000003144,LMF1,ENSFALG00000003144
3054,ENSFALG00000003145,SLAIN2,SLAIN2
3055,ENSFALG00000003147,TJP2,ENSFALG00000003147
3056,ENSFALG00000003148,NIBAN1,NIBAN1
3057,ENSFALG00000003148,NIBAN1,NIBAN1
3058,ENSFALG00000003149,Hoxd9,HOXD9
3059,ENSFALG00000003150,Sult2b1,ENSFALG00000003150
3060,ENSFALG00000003151,GJA10,ENSFALG00000003151
3061,ENSFALG00000003151,Gja10,ENSFALG00000003151
3062,ENSFALG00000003152,RNF168,RNF168
3063,ENSFALG00000003153,Hdgf,HDGF
3064,ENSFALG00000003154,PHF10,PHF10
3065,ENSFALG00000003155,Akap5,AKAP5
3066,ENSFALG00000003155,Akap5,AKAP5
3067,ENSFALG00000003158,HOXD8,HOXD8
3068,ENSFALG00000003159,CPNE7,CPNE7
3069,ENSFALG00000003160,Bach2,BACH2
3070,ENSFALG00000003161,RNF2,RNF2
3071,ENSFALG00000003162,SLC10A4,SLC10A4
3072,ENSFALG00000003164,MYO16,ENSFALG00000003164
3073,ENSFALG00000003164,Myo16,ENSFALG00000003164
3074,ENSFALG00000003165,UBXN7,ENSFALG00000003165
3075,ENSFALG00000003166,Frs3,FRS3
3076,ENSFALG00000003167,MRPL24,MRPL24
3077,ENSFALG00000003168,PNPLA1,ENSFALG00000003168
3078,ENSFALG00000003169,MAP3K7,MAP3K7
3079,ENSFALG00000003170,DAPL1,DAPL1
3080,ENSFALG00000003171,PHF10,TCTE3
3081,ENSFALG00000003172,GNG13,GNG13
3082,ENSFALG00000003173,Rpl13,RPL13
3083,ENSFALG00000003174,Zar1,ENSFALG00000003174
3084,ENSFALG00000003175,IRS2,IRS2
3085,ENSFALG00000003176,PIP5K1B,PIP5K1B
3086,ENSFALG00000003176,PIP5K1B,PIP5K1B
3087,ENSFALG00000003177,TRMT1L,TRMT1L
3088,ENSFALG00000003178,PRICKLE4,ENSFALG00000003178
3089,ENSFALG00000003179,HSPB7,HSPB7
3090,ENSFALG00000003180,Tm4sf1,ENSFALG00000003180
3091,ENSFALG00000003181,HOXD4,HOXD4
3092,ENSFALG00000003182,Rrnad1,RRNAD1
3093,ENSFALG00000003183,ETV7,ETV7
3094,ENSFALG00000003184,ERMARD,ERMARD
3095,ENSFALG00000003185,Col4a1,ENSFALG00000003185
3096,ENSFALG00000003186,FRYL,FRYL
3097,ENSFALG00000003187,TANC1,TANC1
3098,ENSFALG00000003188,CHTF18,CHTF18
3099,ENSFALG00000003189,GRXCR2,GRXCR2
3100,ENSFALG00000003190,Hoxd3,HOXD3
3101,ENSFALG00000003191,NEU4,NEU4
3102,ENSFALG00000003192,Isg20l2,ISG20L2
3103,ENSFALG00000003193,SPG7,SPG7
3104,ENSFALG00000003195,PROZ,PROZ
3105,ENSFALG00000003196,DLL1,DLL1
3106,ENSFALG00000003197,KCTD20,KCTD20
3107,ENSFALG00000003198,Sh3rf2,ENSFALG00000003198
3108,ENSFALG00000003199,Slc27a6,ENSFALG00000003199
3109,ENSFALG00000003200,CLCNKA,ENSFALG00000003200
3110,ENSFALG00000003201,MTX2,MTX2
3111,ENSFALG00000003202,GAL3ST2,GAL3ST2
3112,ENSFALG00000003203,MTHFD1,MTHFD1
3113,ENSFALG00000003203,MTHFD1,MTHFD1
3114,ENSFALG00000003204,Ociad1,OCIAD1
3115,ENSFALG00000003205,CRABP2,CRABP2
3116,ENSFALG00000003206,SWT1,SWT1
3117,ENSFALG00000003207,ANKRD11,ANKRD11
3118,ENSFALG00000003208,FAM120B,FAM120B
3119,ENSFALG00000003209,LARS1,LARS
3120,ENSFALG00000003210,STK38,STK38
3121,ENSFALG00000003211,RPUSD1,RPUSD1
3122,ENSFALG00000003212,Epha7,EPHA7
3123,ENSFALG00000003213,D2HGDH,D2HGDH
3124,ENSFALG00000003214,RFK,RFK
3125,ENSFALG00000003215,HNRNPA3,HNRNPA3
3126,ENSFALG00000003216,PCID2,PCID2
3127,ENSFALG00000003218,IVNS1ABP,IVNS1ABP
3128,ENSFALG00000003219,OCIAD2,OCIAD2
3129,ENSFALG00000003220,Pth4,ENSFALG00000003220
3130,ENSFALG00000003221,WDSUB1,WDSUB1
3131,ENSFALG00000003222,SLC22A31,SLC22A31
3132,ENSFALG00000003223,PSMB1,PSMB1
3133,ENSFALG00000003224,Msln,MSLN
3134,ENSFALG00000003225,Etf1,ETF1
3135,ENSFALG00000003226,CUL4A,CUL4A
3136,ENSFALG00000003227,NFE2L2,NFE2L2
3137,ENSFALG00000003228,Rbm27,ENSFALG00000003228
3138,ENSFALG00000003230,Ing5,ING5
3139,ENSFALG00000003231,HMCN1,ENSFALG00000003231
3140,ENSFALG00000003232,Wasf1,ENSFALG00000003232
3141,ENSFALG00000003232,Wasf1,ENSFALG00000003232
3142,ENSFALG00000003233,LRRC2,LRRC2
3143,ENSFALG00000003234,SRSF3,SRSF3
3144,ENSFALG00000003235,CDH15,CDH15
3145,ENSFALG00000003236,PRUNE2,PRUNE2
3146,ENSFALG00000003237,CWH43,CWH43
3147,ENSFALG00000003238,Tbp,TBP
3148,ENSFALG00000003239,MSLN,ENSFALG00000003239
3149,ENSFALG00000003240,DCP1B,DCP1B
3150,ENSFALG00000003240,DCP1B,DCP1B
3151,ENSFALG00000003242,BAZ2B,BAZ2B
3152,ENSFALG00000003243,LAMP1,LAMP1
3153,ENSFALG00000003244,Wasf1,ENSFALG00000003244
3154,ENSFALG00000003245,Cfc1,ENSFALG00000003245
3155,ENSFALG00000003246,CDKN1A,CDKN1A
3156,ENSFALG00000003248,Tle1,TLE1
3157,ENSFALG00000003249,Hmcn1,ENSFALG00000003249
3158,ENSFALG00000003250,CIAO3,CIAO3
3159,ENSFALG00000003251,TCERG1,TCERG1
3160,ENSFALG00000003252,ESR2,ESR2
3161,ENSFALG00000003254,EPHA2,EPHA2
3162,ENSFALG00000003255,Spai,ENSFALG00000003255
3163,ENSFALG00000003256,DTYMK,DTYMK
3164,ENSFALG00000003257,AGPS,AGPS
3165,ENSFALG00000003259,Dcun1d4,DCUN1D4
3166,ENSFALG00000003260,TSNAX,ENSFALG00000003260
3167,ENSFALG00000003261,Fam240b,ENSFALG00000003261
3168,ENSFALG00000003262,ACSF3,ACSF3
3169,ENSFALG00000003263,MARCHF7,MARCH7
3170,ENSFALG00000003265,VPS13A,VPS13A
3171,ENSFALG00000003266,GRTP1,GRTP1
3172,ENSFALG00000003267,Haghl,HAGHL
3173,ENSFALG00000003268,CACNA2D4,CACNA2D4
3174,ENSFALG00000003269,Pdcd2,PDCD2
3175,ENSFALG00000003269,GNPAT,PDCD2
3176,ENSFALG00000003270,PPP2R2B,ENSFALG00000003270
3177,ENSFALG00000003271,Fam240a,ENSFALG00000003271
3178,ENSFALG00000003272,Egln1,ENSFALG00000003272
3179,ENSFALG00000003273,PRG4,PRG4
3180,ENSFALG00000003274,SYNE2,ENSFALG00000003274
3181,ENSFALG00000003275,Tana,ENSFALG00000003275
3182,ENSFALG00000003275,Tana,ENSFALG00000003275
3183,ENSFALG00000003277,ATG4B,ATG4B
3184,ENSFALG00000003278,GNPAT,GNPAT
3185,ENSFALG00000003279,Hagh,HAGH
3186,ENSFALG00000003280,FBXW11,FBXW11
3187,ENSFALG00000003280,FBXW11,FBXW11
3188,ENSFALG00000003281,PRXL2C,PRXL2C
3189,ENSFALG00000003282,Lrrc66,ENSFALG00000003282
3190,ENSFALG00000003283,Adprhl1,ADPRHL1
3191,ENSFALG00000003284,Pde11a,ENSFALG00000003284
3192,ENSFALG00000003285,C6orf89,C6orf89
3193,ENSFALG00000003286,SPRTN,SPRTN
3194,ENSFALG00000003287,SGCB,SGCB
3195,ENSFALG00000003288,C1orf131,ENSFALG00000003288
3196,ENSFALG00000003289,Pi16,ENSFALG00000003289
3197,ENSFALG00000003290,TPR,TPR
3198,ENSFALG00000003291,CBFA2T3,ENSFALG00000003291
3199,ENSFALG00000003292,Bcan,ENSFALG00000003292
3200,ENSFALG00000003293,Dcun1d2,DCUN1D2
3201,ENSFALG00000003294,GNAQ,ENSFALG00000003294
3202,ENSFALG00000003295,Exoc8,EXOC8
3203,ENSFALG00000003296,Cplane2,ENSFALG00000003296
3204,ENSFALG00000003297,MEIOB,MEIOB
3205,ENSFALG00000003298,SPATA18,SPATA18
3206,ENSFALG00000003300,CDC14B,ENSFALG00000003300
3207,ENSFALG00000003301,STK32A,STK32A
3208,ENSFALG00000003302,TRIM67,TRIM67
3209,ENSFALG00000003302,TRIM67,TRIM67
3210,ENSFALG00000003304,MSRB1,MSRB1
3211,ENSFALG00000003305,Fbxo42,FBXO42
